"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"12739","29119","ENSG00000183230","CTNNA3",178,223,255,234,251,249
"24700","347731","ENSG00000198739","LRRTM3",0,5,0,1,2,0
"35378","100271533","ENSG00000226448","RPL7AP51",0,0,0,0,0,0
"32830","100130400","ENSG00000225922","RPL21P92",0,0,0,0,0,0
"15020","56521","ENSG00000108176","DNAJC12",98,92,142,117,170,158
"55561","106481575","ENSG00000212520","RNU6-1250P",0,0,0,0,0,0
"53354","106479367","ENSG00000239942","RN7SL394P",0,0,0,0,0,0
"29316","645161","ENSG00000219932","RPL12P8",1,1,0,0,0,0
"10844","23411","ENSG00000096717","SIRT1",752,797,698,798,838,886
"11382","26091","ENSG00000148634","HERC4",1555,1548,1159,1247,1359,1382
"35429","100271594","ENSG00000226318","RPS3AP38",3,0,1,4,0,0
"53290","106479303","ENSG00000266467","RN7SL220P",0,0,0,0,3,0
"18174","84665","ENSG00000138347","MYPN",6,4,1,3,0,0
"54462","106480472","ENSG00000222371","RN7SKP202",0,0,0,0,0,0
"22330","220202","ENSG00000179774","ATOH7",1,0,0,0,0,2
"15932","64081","ENSG00000108187","PBLD",128,102,204,194,215,234
"2976","3189","ENSG00000096746","HNRNPH3",2726,2547,1787,2055,2169,2304
"14654","55680","ENSG00000204130","RUFY2",456,491,443,423,535,518
"1575","1763","ENSG00000138346","DNA2",285,254,220,258,228,205
"33242","100131788","ENSG00000234806","RPL26P29",0,1,0,0,0,0
"41099","100873585","ENSG00000199638","RNA5SP319",0,0,0,0,0,0
"7449","8034","ENSG00000122912","SLC25A16",300,255,265,264,327,364
"35322","100271471","ENSG00000226493","RPL26P27",0,0,0,0,0,0
"17145","80312","ENSG00000138336","TET1",122,142,102,139,147,160
"35428","100271593","ENSG00000227583","RPS3AP37",0,0,0,0,0,0
"14717","55749","ENSG00000060339","CCAR1",1221,1143,1035,1132,1267,1273
"22263","219736","ENSG00000165730","STOX1",4,5,4,10,6,15
"53860","106479874","ENSG00000200218","RNU6-697P",0,0,0,0,0,0
"16330","79009","ENSG00000107625","DDX50",1196,1099,1104,1117,1129,1274
"53805","106479819","ENSG00000206855","RNU6-571P",0,0,0,0,0,0
"8339","9188","ENSG00000165732","DDX21",4513,4151,2608,2809,3097,3398
"11411","26128","ENSG00000198954","KIFBP",1714,1610,1683,1572,1905,1918
"25762","389976","ENSG00000229001","ACTBP14",0,0,0,0,0,0
"5223","5552","ENSG00000122862","SRGN",17,9,16,35,44,23
"8678","9559","ENSG00000122958","VPS26A",2275,2152,1990,2113,2206,2288
"35220","100271353","ENSG00000233163","RPS12P17",0,0,0,0,0,0
"6424","6832","ENSG00000156502","SUPV3L1",799,681,551,585,706,630
"43762","101928994","ENSG00000229261","LOC101928994",0,0,0,0,0,0
"17089","80201","ENSG00000156510","HKDC1",30,16,14,19,10,26
"2759","3098","ENSG00000156515","HK1",9491,9540,6883,6591,8043,8734
"33428","100132400","ENSG00000229197","RPS15AP28",0,0,0,0,0,0
"6453","6865","ENSG00000075073","TACR2",45,32,18,26,33,31
"10964","23555","ENSG00000099282","TSPAN15",6,2,16,12,17,14
"12981","50674","ENSG00000122859","NEUROG3",0,0,0,0,0,0
"56393","107075300","ENSG00000230755","MTATP6P23",0,0,0,0,0,0
"56287","107075192","ENSG00000235803","MTCO2P23",0,0,0,0,0,0
"56374","107075281","ENSG00000235524","MTCO1P23",0,0,0,0,0,0
"40861","100873346","ENSG00000231152","MTND2P15",0,0,0,0,0,0
"40854","100873339","ENSG00000226794","MTND1P20",0,0,0,0,0,0
"22264","219738","ENSG00000171224","FAM241B",2,1,2,3,1,10
"35090","100271206","ENSG00000230469","RPL5P26",0,0,0,0,0,0
"1166","1305","ENSG00000197467","COL13A1",1284,1133,451,479,445,481
"14526","55506","ENSG00000099284","MACROH2A2",1002,1036,1001,961,888,982
"18294","84883","ENSG00000042286","AIFM2",1007,983,787,835,972,1222
"22265","219743","ENSG00000156521","TYSND1",459,515,345,368,325,347
"15060","56681","ENSG00000079332","SAR1A",3390,3444,3222,3373,4689,4584
"5140","5464","ENSG00000180817","PPA1",2843,2747,2289,2272,2668,2812
"15952","64106","ENSG00000148734","NPFFR1",0,0,0,1,0,0
"14366","55222","ENSG00000172731","LRRC20",284,253,285,266,208,286
"1749","1979","ENSG00000148730","EIF4EBP2",4770,4835,5391,5481,6113,6051
"4591","4838","ENSG00000156574","NODAL",0,1,0,2,0,0
"11902","27143","ENSG00000107719","PALD1",5,2,4,4,0,1
"5222","5551","ENSG00000180644","PRF1",1,6,1,1,0,6
"20603","140766","ENSG00000138316","ADAMTS14",295,286,222,363,501,510
"22271","219793","ENSG00000166220","TBATA",1,4,0,4,0,2
"8111","8879","ENSG00000166224","SGPL1",1627,1613,1873,1827,2191,2301
"4818","5092","ENSG00000166228","PCBD1",983,822,997,866,891,1034
"51858","105378349","ENSG00000259267","LINC02622",0,0,0,1,0,0
"22261","219699","ENSG00000107731","UNC5B",562,550,360,362,522,558
"31005","728978","ENSG00000237512","UNC5B-AS1",0,2,4,2,0,1
"14447","55315","ENSG00000198246","SLC29A3",43,25,48,37,62,65
"15927","64072","ENSG00000107736","CDH23",0,1,3,0,3,5
"44814","102723377","ENSG00000223817","CDH23-AS1",0,0,0,0,0,0
"27283","414152","ENSG00000214688","C10orf105",0,0,0,0,0,0
"15960","64115","ENSG00000107738","VSIR",616,697,1190,1095,1710,2015
"5329","5660","ENSG00000197746","PSAP",51724,53026,66922,65357,82954,91420
"33768","100147825","ENSG00000238446","RNU7-38P",0,0,0,0,0,0
"8602","9469","ENSG00000122863","CHST3",3163,3201,3812,4343,5686,6176
"8910","9806","ENSG00000107742","SPOCK2",2,9,9,17,19,23
"13073","51008","ENSG00000138303","ASCC1",564,581,611,664,890,1024
"19587","119504","ENSG00000166295","ANAPC16",646,552,819,828,954,1154
"13870","54541","ENSG00000168209","DDIT4",96,83,91,75,182,241
"13982","54788","ENSG00000148719","DNAJB12",1025,1048,1037,1075,1157,1377
"9440","10367","ENSG00000107745","MICU1",1731,1718,1846,1719,1906,2083
"53908","106479922","ENSG00000202513","RNU6-805P",0,0,0,0,0,0
"53515","106479528","ENSG00000272536","RN7SL840P",0,0,0,0,0,0
"18675","90550","ENSG00000156026","MCU",619,585,603,669,620,718
"40046","100616286","ENSG00000266719","MIR4676",0,0,0,0,0,0
"21729","170392","ENSG00000138315","OIT3",0,0,0,0,1,0
"18159","84647","ENSG00000138308","PLA2G12B",0,0,0,1,0,0
"31022","729046","ENSG00000213700","RPL17P50",4,7,4,6,7,8
"4767","5033","ENSG00000122884","P4HA1",2152,2253,1953,2104,2113,2150
"11284","25961","ENSG00000166321","NUDT13",64,36,39,34,80,49
"59897","109617000","ENSG00000221164","SNORA11F",2,4,1,1,4,4
"10310","11319","ENSG00000122882","ECD",1190,1222,926,962,1037,1077
"23851","317662","ENSG00000138286","FAM149B1",571,620,745,633,755,862
"10700","23234","ENSG00000213551","DNAJC9",380,376,368,414,319,395
"13086","51021","ENSG00000182180","MRPS16",2289,2101,1918,1709,2114,2413
"27306","414245","ENSG00000236756","DNAJC9-AS1",0,0,1,0,0,3
"27305","414245","ENSG00000227540","DNAJC9-AS1",8,9,16,14,3,19
"19560","118491","ENSG00000156042","CFAP70",12,8,38,21,22,28
"55430","106481444","ENSG00000200356","RNU6-833P",0,0,0,0,2,0
"282","310","ENSG00000138279","ANXA7",4293,3912,3481,3547,4006,4608
"33165","100131526","ENSG00000229659","RPL26P6",1,0,1,3,2,0
"19559","118490","ENSG00000166343","MSS51",22,26,16,6,36,21
"5201","5532","ENSG00000107758","PPP3CB",2058,2314,1570,1623,1933,1953
"43862","101929145","ENSG00000221817","PPP3CB-AS1",47,34,62,69,99,54
"21482","159195","ENSG00000166348","USP54",455,557,482,601,603,677
"55906","106481921","ENSG00000207327","RNU6-883P",0,0,0,0,0,0
"15735","58529","ENSG00000177791","MYOZ1",0,0,0,2,0,3
"16938","79933","ENSG00000166317","SYNPO2L",0,0,3,0,0,1
"31035","729092","ENSG00000172650","AGAP5",5,0,7,3,4,0
"63893","113939925","ENSG00000242288","BMS1P4-AGAP5",0,0,0,0,0,0
"31036","729096","ENSG00000271816","BMS1P4",3,4,8,6,2,0
"41100","100873586","ENSG00000252072","RNA5SP320",0,0,0,0,0,0
"2428","2749","ENSG00000250959","GLUD1P3",18,40,19,14,31,30
"8738","9632","ENSG00000176986","SEC24C",4321,4323,3738,3830,4865,5195
"21728","170384","ENSG00000196968","FUT11",361,336,306,288,377,472
"19558","118487","ENSG00000172586","CHCHD1",492,428,463,416,432,555
"10545","23053","ENSG00000214655","ZSWIM8",938,935,1056,1116,1492,1686
"39426","100507331","ENSG00000272589","ZSWIM8-AS1",0,0,0,0,0,0
"7772","8509","ENSG00000272916","NDST2",0,0,0,0,0,0
"7771","8509","ENSG00000166507","NDST2",16,8,5,6,7,11
"740","818","ENSG00000148660","CAMK2G",715,665,670,720,872,949
"5026","5328","ENSG00000122861","PLAU",2593,2426,2674,2809,3152,3653
"27302","414236","ENSG00000222047","C10orf55",21,22,20,13,31,21
"7014","7414","ENSG00000035403","VCL",17400,16954,27425,30049,33412,34494
"11816","26985","ENSG00000185009","AP3M1",2545,2527,2079,2274,2238,2430
"123","132","ENSG00000156110","ADK",998,905,761,742,905,991
"27307","414254","ENSG00000214629","RPSAP6",0,1,0,0,0,0
"56301","107075207","ENSG00000271710","NDUFA8P1",0,0,0,0,0,0
"38232","100422384","ENSG00000214626","POLR3DP1",0,0,0,1,0,0
"10927","23522","ENSG00000156650","KAT6B",403,397,361,458,511,536
"24116","338599","ENSG00000188716","DUSP29",0,0,0,0,0,0
"13255","51207","ENSG00000079393","DUSP13",0,0,0,0,0,0
"20665","142891","ENSG00000156671","SAMD8",1843,1900,1631,1855,2328,2362
"7017","7417","ENSG00000165637","VDAC2",5916,5996,6609,6291,7403,8012
"19570","118881","ENSG00000165644","COMTD1",202,247,336,350,373,517
"22636","253264","ENSG00000226051","ZNF503-AS1",0,0,0,0,0,0
"18275","84858","ENSG00000165655","ZNF503",724,832,476,536,599,712
"33083","100131213","ENSG00000237149","ZNF503-AS2",159,191,135,144,138,163
"30497","693191","ENSG00000207583","MIR606",0,0,0,0,0,0
"17819","83938","ENSG00000148655","LRMDA",82,49,82,75,125,119
"55832","106481847","ENSG00000265486","RN7SL518P",0,0,0,0,0,0
"55381","106481394","ENSG00000201954","RNU6-673P",0,0,0,0,0,0
"3462","3778","ENSG00000156113","KCNMA1",197,186,220,193,245,265
"43970","101929328","ENSG00000236467","KCNMA1-AS1",1,0,0,0,0,0
"43960","101929310","ENSG00000225497","KCNMA1-AS2",0,0,0,0,0,0
"54252","106480268","ENSG00000228092","COX6CP15",0,0,0,0,0,0
"41101","100873587","ENSG00000199592","RNA5SP321",0,0,0,0,0,0
"54103","106480118","ENSG00000199664","RNU6-1266P",0,0,0,0,0,0
"8375","9231","ENSG00000151208","DLG5",2639,2734,1783,2370,2602,2820
"54989","106480999","ENSG00000243446","RN7SL284P",0,0,0,0,0,0
"35842","100288330","ENSG00000234612","H2AZP5",0,0,0,0,0,0
"10156","11128","ENSG00000148606","POLR3A",2656,2881,1298,1444,1550,1528
"5862","6229","ENSG00000138326","RPS24",14948,14168,13773,13007,13310,14079
"26801","401646","ENSG00000231957","GNAI2P2",0,0,0,0,0,0
"27304","414243","ENSG00000230417","LINC00595",13,10,16,13,20,7
"23092","283050","ENSG00000224596","ZMIZ1-AS1",37,30,20,22,13,16
"15296","57178","ENSG00000108175","ZMIZ1",5987,5952,3826,4842,6234,6445
"9184","10105","ENSG00000108179","PPIF",1761,1717,1499,1502,1514,1737
"22258","219654","ENSG00000165424","ZCCHC24",4058,4070,3606,3777,4617,4771
"31258","729815","ENSG00000235705","LOC729815",0,0,0,0,0,0
"20674","143244","ENSG00000253626","EIF5AL1",31,20,17,24,20,25
"35221","100271354","ENSG00000232965","RPS12P18",0,0,0,0,0,0
"31078","729238","ENSG00000185303","SFTPA2",0,0,0,0,0,0
"12974","50639","ENSG00000219430","MBL3P",0,0,0,0,0,0
"30101","653509","ENSG00000122852","SFTPA1",0,0,0,0,0,0
"51875","105378385","ENSG00000226676","LINC02679",0,0,0,0,0,0
"31090","729262","ENSG00000188199","NUTM2B",0,3,1,10,0,7
"42354","101060691","ENSG00000225484","NUTM2B-AS1",99,98,70,100,104,90
"28707","642361","ENSG00000272447","LOC642361",81,62,82,65,117,122
"23084","283008","ENSG00000228570","NUTM2E",8,3,6,3,0,3
"7775","8512","ENSG00000242600","MBL1P",5,5,0,1,1,7
"6062","6441","ENSG00000133661","SFTPD",0,0,0,3,0,1
"54405","106480421","ENSG00000225100","DPY19L2P5",0,0,0,0,0,0
"17085","80195","ENSG00000133678","TMEM254",292,321,411,476,393,349
"35162","100271290","ENSG00000230171","RPL22P18",0,0,0,0,0,0
"22221","219348","ENSG00000189129","PLAC9",6,0,15,3,6,8
"283","311","ENSG00000122359","ANXA11",2794,2672,3900,3825,4584,5118
"27406","439990","ENSG00000237523","LINC00857",103,87,63,63,64,88
"28586","619448","ENSG00000234319","RPS12P2",0,0,0,0,0,0
"4046","4143","ENSG00000151224","MAT1A",0,0,0,0,0,0
"20673","143241","ENSG00000170788","DYDC1",0,0,0,0,0,0
"18047","84332","ENSG00000133665","DYDC2",0,0,4,2,0,0
"18011","84293","ENSG00000122378","PRXL2A",470,482,527,514,595,571
"17535","81619","ENSG00000108219","TSPAN14",3058,3417,3018,3168,3556,4069
"44107","101929574","ENSG00000226659","TSPAN14-AS1",7,2,8,9,11,5
"25386","387694","ENSG00000178217","SH2D4B",5,3,3,3,2,0
"51876","105378386","ENSG00000231082","LINC02655",0,0,0,0,0,0
"32204","100128756","ENSG00000233353","RPS7P9",0,0,0,0,0,0
"37989","100421633","ENSG00000227209","WARS2P1",0,0,0,0,0,0
"9759","10718","ENSG00000185737","NRG3",0,0,0,0,0,0
"44119","101929590","ENSG00000225738","NRG3-AS1",0,0,0,0,0,0
"54376","106480392","ENSG00000207275","RNU6-441P",0,0,0,0,0,0
"53764","106479778","ENSG00000200774","RNU6-478P",0,0,0,0,0,0
"51883","105378397","ENSG00000233945","LINC02650",0,0,0,0,0,0
"53610","106479623","ENSG00000212324","RNU6-129P",0,0,0,0,0,0
"55600","106481614","ENSG00000200789","RNU1-65P",0,0,0,0,0,0
"11855","27069","ENSG00000165678","GHITM",7840,7267,6801,6535,7623,8083
"25387","387695","ENSG00000188373","C10orf99",0,0,0,0,0,0
"18860","92211","ENSG00000148600","CDHR1",0,0,0,0,0,0
"24370","340745","ENSG00000204033","LRIT2",0,0,0,0,0,0
"11392","26103","ENSG00000148602","LRIT1",0,0,0,0,0,0
"5638","5995","ENSG00000148604","RGR",0,0,2,0,2,0
"21732","170425","ENSG00000229404","LINC00858",0,0,0,0,0,0
"13807","54462","ENSG00000107771","CCSER2",2192,2354,2149,2376,3027,3011
"36846","100418919","ENSG00000225423","TNPO1P1",0,0,0,0,6,1
"27407","439992","ENSG00000178429","RPS3AP5",21,13,19,9,27,33
"44138","101929624","ENSG00000237267","LINC01519",0,0,0,0,0,0
"44151","101929646","ENSG00000223993","LINC02647",0,0,0,0,0,0
"44158","101929662","ENSG00000224504","LOC101929662",0,0,0,0,0,0
"44166","101929684","ENSG00000230962","LINC01520",0,0,0,0,0,0
"54374","106480390","ENSG00000223064","RNU6-325P",0,0,0,0,0,0
"2571","2894","ENSG00000182771","GRID1",0,1,0,1,1,0
"39499","100507470","ENSG00000234942","GRID1-AS1",0,0,0,0,0,0
"53188","106479201","ENSG00000252292","RN7SKP238",0,0,0,0,0,0
"41102","100873588","ENSG00000200487","RNA5SP322",0,0,0,0,0,0
"28072","442911","ENSG00000199104","MIR346",0,0,0,0,0,0
"10553","23063","ENSG00000062650","WAPL",2169,1927,1689,1882,2223,2200
"55413","106481427","ENSG00000212332","RNU6-780P",0,0,0,0,0,0
"24371","340749","ENSG00000230507","RPL7AP8",0,0,0,0,0,0
"19061","94233","ENSG00000122375","OPN4",0,0,0,0,0,0
"10180","11155","ENSG00000122367","LDB3",14,17,17,11,21,31
"585","657","ENSG00000107779","BMPR1A",1120,1062,1220,1300,1649,1961
"41374","100873861","ENSG00000200176","RNU1-19P",0,0,0,0,0,0
"16827","79812","ENSG00000173269","MMRN2",0,2,3,2,0,9
"6242","6623","ENSG00000173267","SNCG",4,3,5,0,1,0
"9995","10974","ENSG00000148671","ADIRF",0,0,0,0,0,0
"19581","119385","ENSG00000271880","AGAP11",0,0,0,0,0,0
"27296","414217","ENSG00000240089","BMS1P3",0,0,0,0,0,0
"28855","643161","ENSG00000188100","FAM25A",0,0,0,0,0,0
"55335","106481348","ENSG00000200253","RNU6-529P",0,1,0,0,0,0
"2425","2746","ENSG00000148672","GLUD1",4945,4676,3902,3828,4421,4775
"13866","54537","ENSG00000122376","SHLD2",667,667,571,610,608,584
"30732","728190","ENSG00000223482","NUTM2A-AS1",420,337,351,292,384,444
"30711","728118","ENSG00000184923","NUTM2A",2,12,35,13,7,17
"27408","439994","ENSG00000224914","LINC00863",97,101,102,108,146,104
"30715","728130","ENSG00000214562","NUTM2D",23,19,24,25,21,41
"30740","728218","ENSG00000228055","FAM245A",0,0,0,0,0,0
"8683","9562","ENSG00000107789","MINPP1",1479,1470,1143,1155,1308,1408
"8234","9060","ENSG00000198682","PAPSS2",391,467,514,440,636,605
"18305","84896","ENSG00000138138","ATAD1",1767,1919,1871,1952,2464,2440
"20667","142913","ENSG00000223820","CFL1P1",2,6,10,10,18,10
"55737","106481752","ENSG00000243782","RN7SL78P",0,0,0,0,0,0
"33723","100144748","ENSG00000227268","KLLN",27,42,91,73,59,55
"5406","5728","ENSG00000171862","PTEN",3207,3362,5585,5693,6401,7096
"35146","100271271","ENSG00000213613","RPL11P3",0,0,0,0,0,0
"14460","55328","ENSG00000184719","RNLS",195,224,216,212,249,249
"20666","142910","ENSG00000204022","LIPJ",4,1,0,1,0,1
"7776","8513","ENSG00000182333","LIPF",0,0,0,0,0,0
"35960","100288843","ENSG00000271408","NAPGP1",0,0,0,0,0,0
"28915","643414","ENSG00000204021","LIPK",0,0,0,0,0,0
"36804","100418799","ENSG00000226358","KRT8P38",0,0,0,0,0,0
"28916","643418","ENSG00000204020","LIPN",2,0,0,0,0,0
"24366","340654","ENSG00000173239","LIPM",2,0,0,0,0,0
"19572","118932","ENSG00000152766","ANKRD22",1,0,0,0,1,0
"33447","100132487","ENSG00000234256","PTCD2P2",0,0,0,0,0,0
"15480","57559","ENSG00000138134","STAMBPL1",326,252,114,98,146,153
"33340","100132116","ENSG00000180139","ACTA2-AS1",0,1,2,3,0,2
"60","59","ENSG00000107796","ACTA2",832,877,782,721,1111,1110
"325","355","ENSG00000026103","FAS",637,676,816,797,972,902
"39955","100616192","ENSG00000265375","MIR4679-2",0,0,0,0,0,0
"8203","9023","ENSG00000138135","CH25H",101,127,157,129,278,309
"3900","3988","ENSG00000107798","LIPA",1949,1865,2498,2571,3398,3604
"3178","3433","ENSG00000119922","IFIT2",444,413,1031,985,1633,1557
"3180","3437","ENSG00000119917","IFIT3",658,468,1025,1028,1458,1392
"27409","439996","ENSG00000204010","IFIT1B",0,0,1,2,4,0
"3179","3434","ENSG00000185745","IFIT1",268,109,634,614,1095,1014
"11123","24138","ENSG00000152778","IFIT5",852,743,1003,991,1257,1301
"25388","387700","ENSG00000152779","SLC16A12",0,0,0,0,0,0
"42485","101926906","ENSG00000234452","SLC16A12-AS1",0,0,0,0,0,0
"13639","53354","ENSG00000152782","PANK1",178,153,179,170,198,205
"27090","406901","ENSG00000198997","MIR107",0,0,0,0,0,0
"8703","9585","ENSG00000138182","KIF20B",917,794,667,731,746,771
"28936","643529","ENSG00000232229","LINC00865",7,0,1,3,2,5
"42494","101926924","ENSG00000226159","LINC01375",0,0,0,0,0,0
"53145","106479158","ENSG00000222451","RN7SKP143",0,0,0,0,0,0
"42505","101926942","ENSG00000236373","LINC02653",0,0,0,0,0,0
"3132","3363","ENSG00000148680","HTR7",268,327,66,62,59,61
"9622","10556","ENSG00000148688","RPP30",799,783,615,717,622,688
"11851","27063","ENSG00000148677","ANKRD1",59,51,33,16,17,26
"53879","106479893","ENSG00000201604","RNU6-740P",0,0,0,0,0,0
"18048","84333","ENSG00000180628","PCGF5",2066,2077,2684,2731,3229,3686
"20675","143279","ENSG00000165338","HECTD2",723,779,659,735,740,760
"27299","414228","ENSG00000223876","RPS27P1",0,0,0,0,0,0
"5172","5507","ENSG00000119938","PPP1R3C",220,260,179,150,186,207
"31959","100128043","ENSG00000228759","FAF2P1",0,0,0,0,0,0
"39563","100507633","ENSG00000228701","TNKS2-DT",2,1,1,2,2,0
"17179","80351","ENSG00000107854","TNKS2",2010,2033,2000,2361,2553,2807
"20676","143282","ENSG00000174721","FGFBP3",19,12,25,17,30,21
"8219","9044","ENSG00000095564","BTAF1",866,912,701,883,923,1129
"10381","22849","ENSG00000107864","CPEB3",94,96,112,100,175,186
"13943","54708","ENSG00000198060","MARCHF5",1984,1876,1666,1729,2189,2377
"54299","106480315","ENSG00000202297","RNY3P12",0,0,0,0,0,0
"3162","3416","ENSG00000119912","IDE",1980,1988,1556,1703,1990,1817
"3764","3832","ENSG00000138160","KIF11",3378,3077,2545,2647,2811,2737
"35147","100271272","ENSG00000184111","RPL11P4",0,0,0,0,0,0
"55838","106481853","ENSG00000264313","RN7SL644P",0,0,0,0,0,0
"2751","3087","ENSG00000152804","HHEX",0,1,0,2,3,4
"13865","54536","ENSG00000138190","EXOC6",2179,2078,1580,1587,1702,1776
"24367","340665","ENSG00000187553","CYP26C1",0,1,1,1,2,5
"1432","1592","ENSG00000095596","CYP26A1",7,1,0,3,0,4
"29011","643863","ENSG00000213432","RPL17P34",0,0,1,3,1,0
"11556","26509","ENSG00000138119","MYOF",16474,16570,18047,21872,21922,23605
"14314","55165","ENSG00000138180","CEP55",1979,1877,1512,1636,1804,1875
"41103","100873589","ENSG00000212396","RNA5SP323",0,0,0,5,2,0
"24110","338557","ENSG00000186188","FFAR4",0,0,0,0,0,0
"5593","5950","ENSG00000138207","RBP4",0,0,0,0,0,0
"4863","5146","ENSG00000095464","PDE6C",2,2,0,0,0,0
"19571","118924","ENSG00000148690","FRA10AC1",363,296,286,332,335,410
"8356","9211","ENSG00000108231","LGI1",0,5,0,0,1,0
"32583","100129731","ENSG00000227995","RAB11AP1",0,0,0,0,0,0
"21484","159371","ENSG00000176273","SLC35G1",155,186,173,152,211,179
"23008","266971","ENSG00000180764","PIPSL",13,13,18,4,7,19
"13236","51196","ENSG00000138193","PLCE1",627,635,1118,1426,1555,1604
"42568","101927049","ENSG00000232913","PLCE1-AS2",0,0,0,0,0,0
"55376","106481389","ENSG00000206631","RNU6-657P",0,0,0,0,0,0
"31964","100128054","ENSG00000268894","PLCE1-AS1",0,0,0,1,0,1
"16014","64318","ENSG00000173145","NOC3L",794,785,531,483,581,538
"10698","23232","ENSG00000108239","TBC1D12",318,339,334,408,446,455
"2739","3070","ENSG00000119969","HELLS",584,627,451,647,526,503
"1397","1562","ENSG00000108242","CYP2C18",0,0,0,0,0,2
"1394","1557","ENSG00000165841","CYP2C19",0,0,0,0,0,0
"54420","106480430","ENSG00000235199","CYP2C58P",0,0,0,0,0,0
"35379","100271534","ENSG00000225354","RPL7AP52",0,0,0,0,0,0
"1396","1559","ENSG00000138109","CYP2C9",0,0,1,0,0,0
"54738","106480748","ENSG00000260863","CYP2C60P",0,0,0,0,0,0
"1395","1558","ENSG00000138115","CYP2C8",0,1,0,0,0,0
"37480","100420526","ENSG00000225533","PAWRP1",0,0,0,0,0,0
"20664","142827","ENSG00000173124","ACSM6",0,0,0,0,0,0
"8286","9124","ENSG00000107438","PDLIM1",178,208,287,293,510,535
"9645","10580","ENSG00000095637","SORBS1",506,485,574,533,687,769
"29041","643981","ENSG00000214362","RPS3AP36",0,0,0,0,0,0
"5496","5832","ENSG00000059573","ALDH18A1",2745,2855,2935,2983,3397,3828
"11409","26123","ENSG00000119977","TCTN3",1468,1498,1763,1713,1751,1980
"859","953","ENSG00000138185","ENTPD1",294,302,292,375,384,417
"30874","728558","ENSG00000226688","ENTPD1-AS1",15,34,9,21,21,30
"25390","387707","ENSG00000188649","CC2D2B",0,0,0,0,0,0
"35280","100271423","ENSG00000227805","RPL21P90",0,0,0,0,0,0
"13913","54619","ENSG00000107443","CCNJ",220,249,151,199,201,259
"38448","100422892","ENSG00000266407","MIR3157",0,0,0,0,0,0
"55252","106481264","ENSG00000200728","RNU6-271P",0,0,0,0,0,0
"8954","9849","ENSG00000177853","ZNF518A",119,113,154,193,119,172
"26436","399804","ENSG00000229417","NPM1P25",0,0,0,0,0,0
"12748","29760","ENSG00000095585","BLNK",0,0,0,0,0,0
"1595","1791","ENSG00000107447","DNTT",0,0,0,0,0,0
"18960","93377","ENSG00000197430","OPALIN",0,0,0,0,0,0
"6715","7093","ENSG00000095587","TLL2",132,94,142,172,212,248
"15084","56889","ENSG00000077147","TM9SF3",5882,6152,4592,5126,6179,6649
"19566","118788","ENSG00000155629","PIK3AP1",0,1,0,0,0,3
"41104","100873590","ENSG00000202047","RNA5SP324",0,0,0,0,0,0
"35125","100271243","ENSG00000227032","RPS2P36",0,0,0,0,0,0
"55568","106481582","ENSG00000207287","RNU6-1274P",0,0,0,0,0,0
"30916","728658","ENSG00000236552","RPL13AP5",142,109,142,163,179,179
"30498","693192","ENSG00000207976","MIR607",0,0,0,0,0,0
"18084","84458","ENSG00000196233","LCOR",527,552,497,523,676,638
"39733","100533184","ENSG00000269891","ARHGAP19-SLIT1",0,0,0,2,0,1
"6202","6585","ENSG00000187122","SLIT1",0,0,1,0,0,2
"38911","100505540","ENSG00000234855","SLIT1-AS1",0,0,0,0,0,0
"18381","84986","ENSG00000213390","ARHGAP19",1087,1111,666,654,625,788
"9114","10023","ENSG00000165879","FRAT1",14,24,26,41,24,68
"10836","23401","ENSG00000181274","FRAT2",92,85,83,86,111,157
"10690","23223","ENSG00000052749","RRP12",1173,1280,729,799,967,998
"35179","100271308","ENSG00000231508","RPL34P20",0,0,1,0,0,0
"4932","5223","ENSG00000171314","PGAM1",9918,9670,7568,6755,7732,8868
"13078","51013","ENSG00000171311","EXOSC1",533,513,427,499,531,554
"18006","84287","ENSG00000171307","ZDHHC16",930,982,959,897,1149,1208
"15990","64210","ENSG00000155229","MMS19",2137,1987,1491,1584,1813,1903
"17004","80019","ENSG00000165886","UBTD1",1890,1683,948,827,1066,1318
"11511","26287","ENSG00000165887","ANKRD2",0,2,0,2,1,3
"19119","112817","ENSG00000241935","HOGA1",0,0,0,1,0,7
"14489","55361","ENSG00000155252","PI4K2A",1814,1754,1335,1270,1380,1462
"27285","414157","ENSG00000203942","C10orf62",0,0,0,0,0,0
"19567","118812","ENSG00000171160","MORN4",623,612,494,556,577,616
"15789","60370","ENSG00000119986","AVPI1",60,112,129,109,184,193
"17740","83742","ENSG00000155254","MARVELD1",668,799,1095,1080,1398,1528
"19568","118813","ENSG00000155256","ZFYVE27",866,858,474,626,665,700
"6050","6425","ENSG00000120057","SFRP5",0,0,0,0,0,0
"38917","100505561","ENSG00000227356","GOLGA7B-DT",0,0,0,0,0,0
"26802","401647","ENSG00000155265","GOLGA7B",7,4,8,8,18,13
"14275","55118","ENSG00000095713","CRTAC1",3,1,0,0,0,5
"11983","27291","ENSG00000166024","R3HCC1L",264,282,206,249,268,281
"17922","84171","ENSG00000138131","LOXL4",321,324,775,779,1049,1308
"18242","84795","ENSG00000119943","PYROXD2",162,184,234,261,226,276
